o_orderkey,o_custkey,o_orderstatus,o_totalprice,o_orderdate,o_orderpriority,o_clerk,o_shippriority,o_comment,c_custkey,c_name,c_address,c_nationkey,c_phone,c_acctbal,c_mktsegment,c_comment
14214,79,O,128802.82,1997-08-15,1-URGENT,Clerk#000000891,0,dependencies haggle carefully regular pinto beans. furiously special ,79,Customer#000000079,EVJjYMyG59w4SINzn0pEfY,15,25-147-850-4166,5121.28,MACHINERY,iously even pinto beans hinder final deposits. carefully final accounts along the final theodolites integrate caref
14241,928,F,153112.39,1992-06-15,1-URGENT,Clerk#000000866,0, nag furiously according t,928,Customer#000000928,rRr6NymPWSMLcMYUlue3m,21,31-508-509-6393,8330.7,HOUSEHOLD,ven foxes. deposits boost doggedly deposits. finally bold theodoli
14247,671,O,219431.33,1995-08-17,1-URGENT,Clerk#000000531,0,xpress packages. deposits sleep bl,671,Customer#000000671,"JOUAkAy,KIq0jnmJpg00m2kj3bBO",21,31-593-213-9388,3227.87,FURNITURE,carefully regular courts sublate silent accounts. slyly ironic ideas
14307,484,O,178901.14,1997-06-24,1-URGENT,Clerk#000000255,0,lar instructions above the packages engage ,484,Customer#000000484,JzEsF7s A9f9k4Epm66HHpzI,20,30-777-953-8902,4245.0,BUILDING,"nal, ironic gifts are against the blithely final foxes-- quickly quick ideas sleep fluffily."
14437,721,F,285484.64,1994-05-15,1-URGENT,Clerk#000000348,0,"e ironic, special theodolites. carefully silent instructions ar",721,Customer#000000721,eUJ WL5RmGcpxmXrtxr,21,31-174-552-2949,3420.64,AUTOMOBILE,"e even, regular ideas. final accounts engage carefully. slyly regular pinto beans along the requests play furi"
14563,568,O,236613.87,1995-12-03,1-URGENT,Clerk#000000904,0,s affix about the blithely regular somas.,568,Customer#000000568,2NN5oEsMqp87pK5YkwGweyvR0hcjjBfmYkmgJs,13,23-603-795-8611,1317.56,BUILDING,", regular pinto beans despite the slyly special requests "
14657,370,F,116160.53,1994-02-28,1-URGENT,Clerk#000000756,0,platelets inside the instructions are fluffily instru,370,Customer#000000370,DtqbDO5rid,12,22-524-280-8721,8982.79,FURNITURE,nstructions. furious requests across the ironic
14663,592,F,42406.05,1992-11-17,1-URGENT,Clerk#000000596,0,"ccounts are quickly furiously even deposits. even foxes poach at the final, u",592,Customer#000000592,"  dcVkxZ,s,9xW ab60aC3slv3STVRwA1",24,34-832-574-7217,9712.75,BUILDING,"odolites cajole against the unusual platelets. courts cajole after the final, fluffy requests. blithel"
14690,935,O,41205.72,1997-05-24,1-URGENT,Clerk#000000342,0,"mas cajole slyly sly,",935,Customer#000000935,"4G57WIwMy2Xh5TUjqGNR,z8BRpAzion",0,10-724-445-8323,2531.25,MACHINERY,s. pinto beans detect quickly accor
14693,67,F,246072.95,1995-01-10,1-URGENT,Clerk#000000039,0,"re furiously against the regular, even packages. blithely ",67,Customer#000000067,"ALk,OdKy V5SruigGvBRMBo8S",9,19-403-114-4356,8166.59,MACHINERY, special sentiments. pending depen
14694,379,O,318967.92,1998-07-28,1-URGENT,Clerk#000000742,0,"n, final pinto beans above the furiously regular accounts sleep blithely ",379,Customer#000000379,zXasoM0AZdQzJEHdi62,7,17-228-550-9246,5348.11,AUTOMOBILE,as against the furiously express deposits. regular requests cajole. final requests sleep platelets. s
14912,752,F,28125.1,1993-11-07,1-URGENT,Clerk#000000924,0, run carefully after the even requests: slyly final foxe,752,Customer#000000752,hyNmQPb6MOcNbfySRGv1ADjRCju6uBw,8,18-924-993-6038,8363.66,MACHINERY, nag furiously ironic instructions. quickly unusual ideas are against the final reques
14945,68,O,210519.05,1996-03-30,1-URGENT,Clerk#000000467,0,ironic accounts cajole daringly. ,68,Customer#000000068,DSqIPPo9G3xalJSKl0TC,12,22-918-832-2411,6853.37,HOUSEHOLD,"e slyly express theodolites kindle fluffily ironic, pend"
14949,340,F,154205.18,1993-11-01,1-URGENT,Clerk#000000234,0,thely among the regular ,340,Customer#000000340,59Db haEqEDeaKjbm9C5dJt7GGOjeQIhFO,2,12-730-681-4571,4667.12,BUILDING, carefully even requests sleep according to the dolphins. carefully ironic requests affix. blithely s
15076,568,O,27979.41,1996-04-14,1-URGENT,Clerk#000000626,0, the furiously bold accounts. blithely even excuses cajo,568,Customer#000000568,2NN5oEsMqp87pK5YkwGweyvR0hcjjBfmYkmgJs,13,23-603-795-8611,1317.56,BUILDING,", regular pinto beans despite the slyly special requests "
15169,44,O,101402.01,1996-04-11,1-URGENT,Clerk#000000825,0,structions across the slyly ironic requests are carefully across the ,44,Customer#000000044,"dI0Nc9bvnxXHCWu10bSVn,NEJ2kwdyqvI",16,26-190-260-5375,7315.94,AUTOMOBILE,"fily regular asymptotes. ironic, pend"
15203,130,O,62666.07,1996-08-24,1-URGENT,Clerk#000000946,0,out the foxes. slyly express asymptotes integrate across t,130,Customer#000000130,"agbuYdL1t,6DrSvl41TlZmqwEfc9FZHSIj",9,19-190-993-9281,5073.58,HOUSEHOLD,nticing deposits poach slyly carefully close instructions. fluffily regular packages haggle slyl
15303,949,F,209476.7,1993-09-14,1-URGENT,Clerk#000000085,0,special theodolites. unusual packages wake regularly. unusual r,949,Customer#000000949,zcpPpjLJ4esFdiX3u72jTc SgJ,2,12-391-316-1861,5340.67,AUTOMOBILE,into beans. deposits use. packages according to the slyly ironic re
15367,20,F,22827.57,1992-03-16,1-URGENT,Clerk#000000978,0,e express requests. regular pinto beans haggle. busily even platelet,20,Customer#000000020,i bGScABFHXdM,22,32-957-234-8742,7603.4,FURNITURE,"uickly regular instructions hang silent dugouts! regular, regular fox"
15397,881,F,341782.09,1993-02-07,1-URGENT,Clerk#000000993,0,"kages wake according to the quickly even somas. busy, bol",881,Customer#000000881,4hRW989YC3jrCEMK,4,14-127-261-7876,2141.71,FURNITURE,efully final platelets use furiously according to the unusual theodolites. dep
15428,676,F,204818.17,1995-02-10,1-URGENT,Clerk#000000548,0,ar accounts across the b,676,Customer#000000676,ishDnsGqXg8H72F,24,34-710-820-8362,5527.61,HOUSEHOLD,ven requests. furiously pending packages hinder according to the bold foxes. slyly even accounts sleep blith
15458,634,O,165777.68,1997-05-25,1-URGENT,Clerk#000000002,0,theodolites affix car,634,Customer#000000634,"d,R7MIjhU6 sdLEB79rOFQFSsPz",20,30-997-704-1110,6397.58,FURNITURE,among the regular foxes. final ideas haggle blithely. carefully express dinos cajole quickly slyly regular
15461,730,F,60974.16,1992-12-18,1-URGENT,Clerk#000000058,0,", regular excuses. idly ",730,Customer#000000730,"d9bUCM6vtn,",2,12-513-973-2702,4718.23,AUTOMOBILE,le slyly furiously regular accounts. furiously regular instructions are. unusual d
15462,452,F,106651.76,1995-02-27,1-URGENT,Clerk#000000731,0,ourts wake slyly regul,452,Customer#000000452,17iTlO7OrKp36eI0SAn,6,16-335-974-9174,6633.7,BUILDING,e furiously carefully brave Tiresias.
15492,985,F,63786.62,1992-03-07,1-URGENT,Clerk#000000961,0,ffily ironic deposits use alongside of the quickly regular requests. foxes sl,985,Customer#000000985,"0yqeM,iop0wyzW88nWMfg",23,33-408-194-5161,2701.21,HOUSEHOLD, foxes. theodolites haggle slyly. ironic instructions boost ironic pinto beans; regular accounts affix sly
15522,988,F,127624.35,1994-06-11,1-URGENT,Clerk#000000640,0,kly ruthless packages according to the carefully silent ,988,Customer#000000988,"Ypd2gn6tePtLPW,9m rSd7P",3,13-862-722-3298,7746.97,FURNITURE,ithely regular instructions are fluffily according to the blithely final deposits: deposits are around the furiously
15526,682,O,40905.22,1997-02-02,1-URGENT,Clerk#000000167,0,ithely quickly ironic deposits? furi,682,Customer#000000682,"uVh,ji5iUeQrGW 47qbPvmRQv",15,25-233-924-7389,7420.6,AUTOMOBILE,ites. requests are blithely. 
15527,103,O,80855.79,1998-06-14,1-URGENT,Clerk#000000425,0,"eep furiously ironic requests: regular, final i",103,Customer#000000103,"Tgiza4WfhTbezHUo yly4x,D6nN50SR",9,19-216-107-2107,2757.45,BUILDING,"ending accounts along the packages use according to the sly, special ideas. instructions above the carefull"
15553,379,O,78528.22,1995-12-14,1-URGENT,Clerk#000000063,0,ckages are carefully. carefully even ideas integrate furious,379,Customer#000000379,zXasoM0AZdQzJEHdi62,7,17-228-550-9246,5348.11,AUTOMOBILE,as against the furiously express deposits. regular requests cajole. final requests sleep platelets. s
15556,983,F,195781.54,1992-06-14,1-URGENT,Clerk#000000920,0,pinto beans. silent deposits boost about the fluffily,983,Customer#000000983,SHKouaxLmPwPkv40cEkZanicvp62Fj Ss,7,17-283-610-6143,2902.95,BUILDING,ons impress across the blithely ironic deposits. busily special Tiresias sublate. quickly regular requests wake. ev
15557,964,F,85253.26,1992-01-30,1-URGENT,Clerk#000000287,0,t the fluffily unusual packages; requests affix carefully. bl,964,Customer#000000964,"2DpdvfAw4TuXl8DV,YVBwGsK7oLzkYr",12,22-974-772-2802,4756.58,FURNITURE, wake slyly slyly final theodolites. blithely brave instru
15586,359,F,91069.38,1994-12-14,1-URGENT,Clerk#000000251,0,ls. slyly special accounts nag c,359,Customer#000000359,"tWF6jSzzOXhYv,6I9ixda NAv",14,24-608-547-4751,6375.23,FURNITURE, after the furiously bold ideas. carefully bold ideas wake ruthle
15588,575,O,121783.39,1997-03-31,1-URGENT,Clerk#000000188,0,"st final, final requests. blithely reg",575,Customer#000000575,"XgUJ,C2j0PLYl8VP2f0ABMHJwCTmL7GpH9HN5bGA",1,11-980-134-7627,3652.29,BUILDING,"lithely even, ironic deposits; unusual packages haggle a"
15616,14,F,156741.85,1992-03-24,1-URGENT,Clerk#000000322,0,olites. unusual instructions affix even acc,14,Customer#000000014,h3GFMzeFfYiamqr,1,11-845-129-3851,5266.3,FURNITURE,"r, express foxes cajole slyly aga"
15621,49,O,172302.66,1995-09-25,1-URGENT,Clerk#000000388,0, boost blithely against the blit,49,Customer#000000049,PdKqM4TlA OLTjaeRmvH7QWDu80USfslgqutF,10,20-908-631-4424,4573.94,FURNITURE,quests haggle! furiously unusual theodolites cajole carefully. t
15623,343,F,4425.23,1993-05-04,1-URGENT,Clerk#000000571,0,quests. furiously express requests haggle steal,343,Customer#000000343,NHww8ejiGh6ESiZtBaideDVttiPq,3,13-877-910-5134,5521.36,HOUSEHOLD, deposits. blithely unusual packages solve furiously. carefully final accounts wake blithely always final
15648,526,O,266660.28,1996-03-09,1-URGENT,Clerk#000000373,0,otes are. slyly special packages affix slyly slyl,526,Customer#000000526,0Dq5bKJZiWiN nQM5kY1T,1,11-170-679-3115,705.93,HOUSEHOLD,ly blithe epitaphs cajole about the enticingly even instructions. slyly furious requests thrash carefully final asy
15687,52,F,196432.28,1992-04-10,1-URGENT,Clerk#000000824,0,"ackages sleep. regular, final warthogs integrate quickly. fu",52,Customer#000000052,"UracAlAA8tSHL5V,poTZIOjh8o,",11,21-186-284-5998,5630.28,HOUSEHOLD,ts boost. carefully express waters across the blithely regular foxes inte
15719,254,F,118051.13,1995-01-19,1-URGENT,Clerk#000000834,0,"s. asymptotes are slyly after the final packages? pending, even depe",254,Customer#000000254,xa0BmteaQlLhsgW8hYMq,1,11-451-622-6325,1915.35,MACHINERY,pending theodolites cajole slyly ironic deposits; slyly
15751,395,F,83039.56,1994-08-16,1-URGENT,Clerk#000000063,0,. slyly express packages wake about the carefull,395,Customer#000000395,"Q,U KVoFV4",15,25-804-388-6600,4582.28,HOUSEHOLD,nal requests haggle after the carefully ironic asymptotes. theodolites are blithely 
15808,943,F,229642.91,1993-12-15,1-URGENT,Clerk#000000644,0,ckly according to the furiously speci,943,Customer#000000943,UWNp9lcgflnamAoLjYuS5kfRyyPyKhrPjx,5,15-483-251-8603,7541.05,FURNITURE,usly carefully unusual theodolites. even deposits instead of the slyly special ideas sleep special requests. 
15812,914,O,128590.52,1997-10-13,1-URGENT,Clerk#000000482,0, regular deposits cajole. blithely unusual sentim,914,Customer#000000914,sfm DilMcxoMeKw6sbgj9,5,15-915-758-7313,1230.79,MACHINERY,ons. unusual requests cajole blithely boldly regular packa
15840,281,O,195793.91,1998-01-17,1-URGENT,Clerk#000000624,0,ounts cajole carefully about the ruthl,281,Customer#000000281,vVKhSjkEYlDRhIKz,6,16-809-382-6446,4361.7,BUILDING,"sts sleep carefully. even, final sauternes among the gifts haggle fluffily"
15841,877,O,112874.49,1996-06-10,1-URGENT,Clerk#000000469,0,"uctions sleep regular, express instructions. pending, unusual pinto ",877,Customer#000000877,y2cYphCK jPcOjmLsHFE2qQZa3t9WVJS,16,26-400-912-7812,1755.33,MACHINERY,lyly unusual pains. pinto beans nag quickly. quickly fi
15843,362,O,181575.89,1995-11-10,1-URGENT,Clerk#000000265,0,carefully final warthogs. quickly unusua,362,Customer#000000362,"7zO5,08d d8nNNumTp7G",17,27-651-653-4122,6149.01,AUTOMOBILE, pinto beans are quickly along the fluf
15844,314,F,29631.8,1993-03-02,1-URGENT,Clerk#000000427,0, furiously regular accoun,314,Customer#000000314,T0yN762k2C39QqgwkrUQohDQWpLHy0mRnnopY,13,23-366-243-4713,2394.92,MACHINERY,uests sleep fluffily even deposits. regular d
15874,436,O,90057.48,1996-05-07,1-URGENT,Clerk#000000625,0,"pecial, even foxes after the regular, ex",436,Customer#000000436,"Xnodsr7SWYP527OR68RWH9,a3k89eVDOC,nV1",19,29-927-687-6390,5896.87,FURNITURE,ily regular packages haggle enticingly carefully regular deposit
15908,316,O,211683.5,1996-01-23,1-URGENT,Clerk#000000711,0,d excuses. ironic deposits haggle quickly,316,Customer#000000316,tmrNdYQAHQl,8,18-171-394-5011,4571.78,MACHINERY,lar accounts nag quickly. regular requests against the carefully final accounts promise blithely regular in
15939,898,O,180369.15,1997-02-08,1-URGENT,Clerk#000000514,0,uriously unusual dependencies. carefully ironic theodolites sl,898,Customer#000000898,i w insq M15hshpIX8mFIPZ7Z02536wckuR51v9,3,13-265-738-4361,8137.24,AUTOMOBILE,ar accounts are furiously bold waters? packages sleep ironic pinto beans-- carefully bold pinto beans detect blithel
15940,685,F,106564.93,1992-01-27,1-URGENT,Clerk#000000634,0,l pinto beans are among the final pac,685,Customer#000000685,N9wE2dNFVw,17,27-269-224-9902,2039.84,MACHINERY,ular ideas boost slyly idly bold requests. final instructions sleep. grouches about the regular theodolites haggle b
15943,188,F,78414.26,1992-02-03,1-URGENT,Clerk#000000764,0, boost furiously after th,188,Customer#000000188,WS8 zVKmmCoX1LvL3neZdQt9IR82UgS2zwM5v5,5,15-613-528-7811,9533.37,BUILDING,. blithely regular dolphins until
16001,20,O,160988.94,1996-05-01,1-URGENT,Clerk#000000090,0,bold packages across the instructions sleep along the always even dependenci,20,Customer#000000020,i bGScABFHXdM,22,32-957-234-8742,7603.4,FURNITURE,"uickly regular instructions hang silent dugouts! regular, regular fox"
16067,20,O,152140.7,1996-09-29,1-URGENT,Clerk#000000973,0,iously even package,20,Customer#000000020,i bGScABFHXdM,22,32-957-234-8742,7603.4,FURNITURE,"uickly regular instructions hang silent dugouts! regular, regular fox"
16160,581,O,68208.79,1995-07-24,1-URGENT,Clerk#000000800,0, packages according to the blithely idle waters are ,581,Customer#000000581, R8CdS3M5xp I,24,34-415-978-2518,3242.1,MACHINERY,le carefully final accounts-- never pending foxes us
16162,197,F,125898.28,1993-05-26,1-URGENT,Clerk#000000749,0,haggle carefully brave requests? doggedly special theodolites according ,197,Customer#000000197,7M5Az MBdx4Ey1XTn,1,11-107-312-6585,9860.22,AUTOMOBILE,latelets doze fluffily blithely final dep
16166,706,F,62134.15,1993-02-01,1-URGENT,Clerk#000000136,0,kages. slyly unusual packages cajole sl,706,Customer#000000706,uOutzlnx4jeRSl8XF1YCQ7R1be94Hh8zjPa4wI,19,29-468-275-6045,6496.08,AUTOMOBILE,hely final requests must boost at the furiously express instructions. 
16199,100,O,291936.7,1996-08-28,1-URGENT,Clerk#000000306,0,regular packages-- blithely pending instructions nag slyly ironic theodolites,100,Customer#000000100,MBy6qq3OEGpV4u,20,30-749-445-4907,9889.89,FURNITURE,"dazzle carefully furiously final foxes. express, ironic packages among the qui"
16226,254,O,55169.12,1997-01-30,1-URGENT,Clerk#000000955,0, boost. regular sauternes are quickly into the fu,254,Customer#000000254,xa0BmteaQlLhsgW8hYMq,1,11-451-622-6325,1915.35,MACHINERY,pending theodolites cajole slyly ironic deposits; slyly
16292,86,O,349874.14,1997-11-22,1-URGENT,Clerk#000000957,0,"the unusual requests are slyly instructions. unusual, special",86,Customer#000000086,78Umklj3P783bfR9pzuaizxwt,0,10-677-951-2353,3306.32,HOUSEHOLD,ly despite the slyly pending platelets. reg
16327,692,F,46051.07,1993-12-23,1-URGENT,Clerk#000000838,0,lithely. furiously regular requests detect stealthily. slyly regular ,692,Customer#000000692,OU3mR K0rrwidwitSQ18sPSDr4xJqa7V,19,29-804-421-1703,276.71,AUTOMOBILE,. quickly special accounts haggle. fluffily regular requests about the quickly 
16353,233,O,150799.84,1997-04-08,1-URGENT,Clerk#000000989,0,lly special packages. regular packages sleep carefully. furiously regular ac,233,Customer#000000233,FlEWVw1T 5X5iPmnZlW,3,13-574-104-3221,3998.24,FURNITURE,even deposits eat. furiously even packages use slyly according to t
16359,758,F,202543.29,1992-05-15,1-URGENT,Clerk#000000584,0,e carefully. accounts use daringly furious,758,Customer#000000758,"TLhf3M8V1xC,kaXvpgfXNqora",17,27-175-799-9168,6352.14,HOUSEHOLD, wake fluffily regular foxes. slyly ironic de
16422,250,O,243816.13,1995-10-10,1-URGENT,Clerk#000000918,0,gside of the regular packages. thinly special ideas against the ,250,Customer#000000250,SJILXuILUsTvSB4TSlTVWb6Txt,16,26-464-852-1461,2869.97,FURNITURE," asymptotes wake after the bold, silent requests. fluffy pinto "
16482,608,F,24696.86,1992-05-01,1-URGENT,Clerk#000000633,0,nding patterns sleep fluffily at the ,608,Customer#000000608,GxeiZiBL  jfomM8KsSGSSs,16,26-767-193-8671,2256.36,BUILDING,the foxes. carefully pending accounts sleep. busily even deposits wake furiously carefully unusual accounts. furiou
16484,67,O,50091.35,1995-03-15,1-URGENT,Clerk#000000325,0,sits. quickly final requests are. ironic theodolites kindle aroun,67,Customer#000000067,"ALk,OdKy V5SruigGvBRMBo8S",9,19-403-114-4356,8166.59,MACHINERY, special sentiments. pending depen
16513,850,F,96354.73,1993-09-04,1-URGENT,Clerk#000000523,0,"s wake after the regular, ironic grouches. carefully ironic requests ac",850,Customer#000000850,"lNJb5KR GbB8yrw,T1xujFuSO,dSk",22,32-546-203-4000,7576.55,FURNITURE,e? slyly even packages cajole. furiously ironic pinto beans caj
16518,745,F,104725.12,1992-09-30,1-URGENT,Clerk#000000333,0,gle thinly against the slyly express requests. slyly ironic dec,745,Customer#000000745,xHxjwogNQCFzIwtsF,18,28-913-438-9403,7115.14,FURNITURE, express frets. pending pearls integrate carefully alongside of the 
16544,553,O,227976.65,1998-02-19,1-URGENT,Clerk#000000405,0,uffily slyly ironic platelets. blithely even deposits ar,553,Customer#000000553,Ty7FQxhrz7,4,14-454-146-3094,4804.57,BUILDING,lyly regular foxes nag quickly unusual frets. quickly ruthless dependencies against the pinto beans wake 
16577,512,O,216841.35,1997-01-30,1-URGENT,Clerk#000000241,0, carefully ironic attainments cajole furiously. slow ideas detect,512,Customer#000000512,NVrGtFwHLU6HQTyezfrXOLIg,2,12-144-416-6035,3937.58,BUILDING," final foxes. final, special ideas are. carefully final ins"
